,categories,user_reviews
2264,single-player;online pvp;online co-op;steam achievements;full controller support;captions available;steam cloud;remote play on tv,0.77
2269,single-player;steam achievements;full controller support,1.0
2274,single-player;online co-op;lan co-op;cross-platform multiplayer;downloadable content;steam achievements;full controller support,0.52
2278,single-player,0.97
2286,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;requires agreement to a 3rd-party eula204450_eula,0.95
2292,single-player;requires agreement to a 3rd-party eulaeula_eidos,0.97
2296,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv,0.75
2297,single-player;online co-op;steam achievements;full controller support;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;fade to silence eula,0.66
2301,single-player;shared/split screen pvp;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play together;requires agreement to a 3rd-party eula;catherine classic eula,0.81
2303,single-player;steam achievements;steam trading cards;partial controller support;steam cloud,0.94
2311,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;in-app purchases;steam cloud;remote play together,0.97
2315,single-player;shared/split screen pvp;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together,0.91
2325,single-player;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud,0.95
2332,single-player;steam achievements;steam workshop;steam cloud;steam leaderboards;includes level editor,0.93
2352,single-player;downloadable content;steam achievements;full controller support;captions available;steam cloud,0.94
2362,single-player;mmo;steam trading cards,0.85
2364,single-player;online pvp;online co-op;steam achievements;steam trading cards;steam cloud;stats;includes level editor,1.0
2374,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;requires agreement to a 3rd-party eula;final fantasy iv eula 1,0.96
2381,single-player;steam achievements;steam trading cards;steam workshop;partial controller support;steam cloud;steam leaderboards;includes level editor;remote play together;requires agreement to a 3rd-party eula;painkiller hell & damnation eula,0.93
2383,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.71
2385,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.84
2389,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;requires agreement to a 3rd-party eula;final fantasy iii eula,0.88
2395,single-player;steam achievements;full controller support,0.88
2405,single-player;steam achievements;full controller support;steam cloud;remote play on tv,0.53
2417,single-player;online pvp;online co-op;cross-platform multiplayer;steam achievements;full controller support;in-app purchases;steam leaderboards,0.86
2420,single-player;steam achievements;steam trading cards,0.93
2421,single-player;online co-op;shared/split screen co-op;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;includes level editor;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.89
2425,single-player;steam achievements;partial controller support;steam cloud;requires agreement to a 3rd-party eula;shenmue i & ii eula,0.79
2427,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.91
2444,single-player;online pvp;online co-op;steam achievements;partial controller support;steam cloud;requires agreement to a 3rd-party eula;reka eula,0.8
2448,single-player;shared/split screen pvp;steam achievements;full controller support;steam cloud;stats;steam leaderboards;remote play together,0.77
2487,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play together,0.95
2488,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;steam cloud;includes level editor;remote play together,0.75
2497,single-player,0.89
2498,single-player;shared/split screen pvp;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.96
2499,single-player;partial controller support,0.71
2502,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,1.0
2509,single-player;full controller support;steam trading cards;steam workshop;steam cloud;requires agreement to a 3rd-party eula;starpoint gemini warlords eula,0.73
2517,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.87
2524,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards,0.92
2538,single-player;shared/split screen pvp;steam achievements;full controller support;steam cloud;steam leaderboards;steam turn notifications;remote play together;requires agreement to a 3rd-party eula;one piece burning blood eula,0.61
2565,single-player;online pvp;shared/split screen pvp;steam achievements;partial controller support;remote play together,0.58
2574,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,1.0
2575,single-player;online pvp;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.89
2585,single-player;downloadable content,0.85
2594,single-player;shared/split screen co-op;downloadable content;steam achievements;full controller support;steam trading cards;captions available;steam workshop;steam cloud;stats;includes level editor,0.83
2596,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;steam leaderboards;remote play together,0.83
2610,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;remote play on phone;remote play on tablet,0.92
2611,single-player;steam achievements;full controller support;steam cloud;remote play on tv,0.86
2613,single-player;downloadable content;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;valve anti-cheat enabled;includes level editor,0.9
2624,single-player;steam achievements;steam trading cards;partial controller support;steam cloud,0.53
2629,single-player;steam achievements;full controller support,0.9
2634,single-player;online pvp;online co-op;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;captions available;steam workshop;steam cloud;includes level editor;remote play on phone;remote play on tablet;remote play on tv,0.91
2665,online pvp;online co-op;steam achievements;full controller support;steam trading cards;steam cloud;requires agreement to a 3rd-party eula;dissidia final fantasy nt free edition eula,0.45
2671,single-player;steam achievements;steam trading cards;steam cloud,0.6
2689,single-player;steam achievements;partial controller support;steam cloud;valve anti-cheat enabled,0.7
2690,single-player;partial controller support;requires agreement to a 3rd-party eula;need for speed: undercover eula 1,0.78
2709,single-player;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;steam leaderboards;remote play on tv;remote play together,0.94
2718,single-player;steam trading cards;requires agreement to a 3rd-party eulaeula_epic,0.95
2721,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.65
2722,single-player;steam achievements;full controller support,0.93
2731,single-player;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;includes level editor;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.94
2737,single-player;online pvp;online co-op;steam achievements;steam trading cards;steam workshop;partial controller support;requires agreement to a 3rd-party eula;duke nukem 3d: 20th anniversary world tour eula 1,0.78
2740,single-player;steam achievements;partial controller support;steam cloud;stats;steam leaderboards,0.9
2747,online pvp;steam achievements;steam cloud;requires agreement to a 3rd-party eula;the fisherman - fishing planet eula,0.55
2754,single-player;steam achievements;partial controller support,0.75
2764,single-player;partial controller support,0.81
2766,single-player;steam achievements;full controller support;steam trading cards;steam cloud,1.0
2771,single-player;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud,0.94
2791,single-player;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud,0.9
2797,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;steam leaderboards,0.96
2800,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv,0.93
2819,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.97
2830,single-player,0.78
2831,single-player,0.89
2835,single-player;steam achievements;full controller support;steam trading cards;steam cloud,1.0
2839,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;stats;steam leaderboards;requires agreement to a 3rd-party eula;slender: the arrival eula,0.93
2850,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.91
2860,single-player;captions available;partial controller support;includes level editor,0.92
2886,single-player;steam cloud,0.91
2906,single-player;steam cloud,0.73
2916,single-player;requires agreement to a 3rd-party eulaeula_epic,0.97
2919,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;requires agreement to a 3rd-party eula;mega man x legacy collection 2 / rockman x anniversary collection 2 eula,0.75
2929,single-player;steam achievements;full controller support;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;just cause 2 eula,0.88
2935,single-player;online pvp;online co-op;steam achievements;full controller support;steam cloud;requires agreement to a 3rd-party eula;sword art online re: hollow fragment eula,0.66
2937,single-player;downloadable content;steam achievements;partial controller support;steam cloud;steam leaderboards,0.85
2951,single-player;steam cloud;requires agreement to a 3rd-party eulaeula_eidos,0.91
2953,single-player;shared/split screen co-op;steam achievements;full controller support;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.69
2954,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.93
2970,single-player;steam trading cards;requires agreement to a 3rd-party eula;dragon age: origins eula 1,0.92
2981,single-player;shared/split screen co-op;steam achievements;full controller support;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.61
2992,single-player;steam achievements;steam trading cards;partial controller support;steam cloud,0.85
2995,single-player,0.86
2997,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;steam leaderboards;includes level editor;remote play on tv;remote play together,0.95
3000,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv,0.85
3010,single-player;requires agreement to a 3rd-party eula;sid meier's railroads! eula,0.73
3013,single-player;cross-platform multiplayer;steam achievements;full controller support;steam cloud;stats;steam leaderboards;remote play on tv;requires agreement to a 3rd-party eula;spec ops: the line eula,0.95
3024,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on phone;remote play on tablet;remote play on tv;requires agreement to a 3rd-party eula;dragon ball xenoverse eula,0.91
3028,mmo;online pvp;online co-op;steam achievements;steam trading cards;in-app purchases,0.8
3037,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on tv,0.94
3060,single-player,1.0
3061,single-player;downloadable content;steam achievements;partial controller support;steam cloud;steam leaderboards,0.72
3073,single-player;steam achievements;steam trading cards;steam cloud,0.85
3078,single-player;steam achievements;full controller support;steam cloud;requires agreement to a 3rd-party eula;berserk and the band of the hawk eula,0.9
3084,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv,0.85
3094,single-player;steam achievements;steam trading cards;partial controller support;steam cloud;requires agreement to a 3rd-party eula;final fantasy v eula 1,0.66
3096,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.93
3112,single-player;partial controller support;requires agreement to a 3rd-party eulaeula_rockstar,0.88
3124,single-player;online co-op;lan co-op;cross-platform multiplayer;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud;incorporates 3rd-party drm: denuvo anti-tamper5 within 24 hours machine activation limit,0.76
3128,single-player;full controller support;remote play on tv,0.63
3131,single-player;online co-op;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together,0.94
3159,single-player;steam achievements;full controller support;steam cloud;steam leaderboards;incorporates 3rd-party drm: denuvo anti-tamper;requires agreement to a 3rd-party eula;god eater 2 rage burst eula 1,0.8
3164,single-player;steam achievements;partial controller support;requires agreement to a 3rd-party eula;atelier sophie: the alchemist of the mysterious book eula,0.9
3169,single-player;online co-op;steam achievements;full controller support;requires agreement to a 3rd-party eula;attack on titan / a.o.t. wings of freedom eula,1.0
3206,single-player;online pvp;steam achievements;full controller support;steam trading cards;in-app purchases,0.93
3215,single-player;online pvp;online co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;requires agreement to a 3rd-party eula;sniper elite v2 remastered eula,0.7
3229,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;remote play together,0.79
3234,single-player;steam achievements;partial controller support;steam cloud;remote play on phone;remote play on tablet,0.91
3235,single-player,0.96
3237,single-player;steam achievements;full controller support;steam trading cards;steam leaderboards;remote play on tv;requires agreement to a 3rd-party eula;mega man legacy collection 2 eula,1.0
3243,single-player;online co-op;steam achievements;steam trading cards;partial controller support;steam cloud;requires agreement to a 3rd-party eula;toukiden 2 eula 1,0.63
3244,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.64
3304,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;includes level editor;remote play on tablet;remote play on tv,0.8
3321,single-player;online pvp;steam achievements;full controller support;steam cloud,0.81
3322,single-player;steam achievements;steam cloud;requires agreement to a 3rd-party eulaeula_39160,0.53
3376,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.96
3394,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together,0.89
3395,single-player;steam cloud,0.85
3400,single-player;online pvp;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;in-app purchases;requires agreement to a 3rd-party eula;guns up! eula,0.77
3410,single-player;online pvp;online co-op;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,1.0
3413,single-player;steam achievements;partial controller support,0.83
3415,single-player;downloadable content;partial controller support,0.69
3418,single-player;steam achievements;steam trading cards;steam leaderboards,0.72
3429,"single-player;online pvp;steam achievements;steam trading cards;captions available;partial controller support;steam cloud;incorporates 3rd-party drm: denuvo, easy anti-cheat;requires agreement to a 3rd-party eula;new gundam breaker eula",0.38
3441,single-player;online co-op;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together,0.83
3442,single-player;steam achievements;full controller support;steam cloud;remote play on tv,0.72
3443,single-player;steam achievements;steam trading cards;partial controller support;steam cloud,0.55
3448,single-player;downloadable content;steam achievements;partial controller support;steam cloud;steam leaderboards,0.64
3479,single-player;steam achievements;full controller support;steam cloud;remote play on tv;incorporates 3rd-party drm: denuvo anti-tamper;requires agreement to a 3rd-party eula;sonic forces eula,0.59
3482,single-player;steam achievements;full controller support;steam trading cards;remote play on tv;requires agreement to a 3rd-party eula;defense grid: the awakening eula,0.72
3498,single-player;steam cloud,0.8
3505,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;vanquish eula,0.79
3506,single-player,0.89
3510,single-player;shared/split screen co-op;steam achievements;full controller support;remote play together,0.91
3517,single-player;steam trading cards;steam cloud;includes level editor,0.97
3524,mmo;online pvp;steam achievements;steam trading cards;in-app purchases;partial controller support;valve anti-cheat enabled,0.57
3543,single-player;steam achievements;full controller support;steam cloud;remote play on tv,0.88
3553,single-player;steam trading cards;requires agreement to a 3rd-party eula;hearts of iron iii eula,0.69
3574,single-player;online co-op;steam achievements;full controller support;steam cloud;remote play on phone;remote play on tablet;remote play on tv,0.33
3587,single-player;steam cloud;includes level editor,0.85
3598,single-player;online pvp;steam achievements;steam trading cards;partial controller support;steam cloud,1.0
3599,single-player;requires agreement to a 3rd-party eula;view eula;ea play subscription requires acceptance of;ea play terms,0.88
3605,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.84
3609,single-player;online pvp;steam achievements;full controller support;captions available;steam cloud;steam leaderboards;remote play on tv,0.91
3613,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards,0.85
3614,single-player;steam achievements;full controller support;steam cloud;steam leaderboards,0.93
3623,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.82
3625,single-player;steam achievements;steam cloud,0.86
3635,single-player;online pvp;shared/split screen pvp;online co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;remote play together,0.6
3645,single-player;online pvp;online co-op;steam achievements;requires agreement to a 3rd-party eula;killing floor: incursion eula,0.8
3649,single-player;steam achievements;full controller support;steam trading cards;remote play on tv;requires agreement to a 3rd-party eula.hack//g.u. last recode eula,0.75
3659,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;shadows: awakening eula,0.81
3661,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;the turing test eula,0.85
3667,single-player;downloadable content;incorporates 3rd-party drm: denuvo anti-tamper,0.83
3672,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;stats;steam leaderboards;remote play on tablet;remote play on tv,0.95
3674,single-player;steam cloud,0.77
3681,single-player;steam achievements;full controller support;steam trading cards;steam cloud;commentary available;remote play on phone;remote play on tablet;remote play on tv,0.87
3700,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.81
3732,single-player;steam achievements;steam leaderboards;includes level editor,0.95
3745,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.92
3751,single-player;steam achievements;steam trading cards;partial controller support;steam cloud,0.63
3757,single-player;steam achievements;partial controller support;requires agreement to a 3rd-party eula;the darkness ii eula,0.88
3760,single-player;steam achievements;full controller support;steam cloud;remote play on phone;remote play on tablet;remote play on tv,1.0
3763,single-player,0.88
3786,single-player;captions available,0.85
3795,online pvp;shared/split screen pvp;online co-op;shared/split screen co-op;cross-platform multiplayer;full controller support;steam trading cards;remote play on phone;remote play on tablet;remote play on tv;remote play together;requires agreement to a 3rd-party eula;killer queen black eula,0.94
3802,single-player;partial controller support,0.9
3805,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.85
3808,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.94
3826,single-player;steam achievements;full controller support;steam cloud;steam leaderboards,0.81
3827,single-player;steam achievements;partial controller support;steam cloud;steam leaderboards;requires agreement to a 3rd-party eulafear_3,0.77
3833,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv,0.8
3846,single-player;online pvp;shared/split screen pvp;online co-op;shared/split screen co-op;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;steam cloud;stats;steam leaderboards;remote play on tv;remote play together,1.0
3863,single-player;requires agreement to a 3rd-party eula;view eula,1.0
3887,single-player;steam achievements;steam trading cards,1.0
3905,single-player;steam achievements;full controller support;remote play on tv,1.0
3914,mmo;online pvp;online co-op;full controller support,0.77
3934,single-player;steam achievements,1.0
3938,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;stats;steam leaderboards;remote play on tablet;remote play on tv,0.88
3942,single-player;steam achievements;steam trading cards;steam cloud,1.0
3955,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together,0.85
3957,single-player;steam achievements;full controller support;steam trading cards;steam cloud,1.0
3961,single-player;online pvp;online co-op;steam achievements;partial controller support;steam cloud;requires agreement to a 3rd-party eula;sword art online: lost song eula,0.85
3973,single-player;online pvp;steam achievements;full controller support;steam cloud;includes level editor;requires agreement to a 3rd-party eula;monster energy supercross - the official videogame 2 eula,0.9
3989,single-player;online pvp;shared/split screen pvp;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play together,0.78
3996,single-player;steam achievements;partial controller support;stats,0.52
4000,single-player;steam cloud,0.81
4003,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.66
4005,single-player;online pvp;cross-platform multiplayer;steam achievements;full controller support;in-app purchases;requires agreement to a 3rd-party eula;modern combat versus eula,0.8
4011,single-player;steam achievements;partial controller support;steam cloud;stats;steam leaderboards;requires agreement to a 3rd-party eula;duke nukem forever eula,0.86
4030,single-player;steam achievements;full controller support;captions available;steam cloud,0.72
4031,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv,1.0
4064,single-player;steam achievements;full controller support;steam trading cards;steam cloud;stats;remote play on tv,0.94
4068,single-player;steam achievements;full controller support;steam trading cards;captions available;steam cloud;remote play on tv,0.75
4073,single-player;steam achievements;partial controller support;steam cloud;steam leaderboards,0.7
4078,single-player;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv,0.75
4106,single-player;steam achievements;full controller support;steam trading cards;remote play on tv,0.79
4107,single-player;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud,0.94
4115,mmo;steam trading cards;partial controller support,0.8
4117,single-player;full controller support,0.9
4119,single-player;steam achievements;full controller support;steam trading cards;steam cloud;requires agreement to a 3rd-party eula;doraemon  story of seasons eula,0.81
4125,single-player;steam achievements;full controller support;steam trading cards;steam workshop;steam cloud;steam leaderboards;remote play on phone;remote play on tablet;remote play on tv;remote play together,1.0
4137,single-player;steam achievements;full controller support;steam trading cards;steam cloud;includes level editor,0.75
4174,single-player;steam achievements;full controller support;steam trading cards;steam cloud;stats,0.85
4193,single-player;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;remote play together;requires agreement to a 3rd-party eula;lethal league eula 1,1.0
4201,single-player;steam trading cards;requires agreement to a 3rd-party eula;europa universalis iii eula,1.0
4223,single-player;steam achievements;partial controller support;steam cloud;remote play on phone;remote play on tablet;requires agreement to a 3rd-party eula;final fantasy viii eula,0.84
4224,single-player;steam achievements;steam trading cards,0.95
4238,single-player;steam trading cards,0.76
4256,single-player,0.96
4257,single-player;online pvp;online co-op;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;steam cloud,0.94
4272,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.81
4284,single-player;requires agreement to a 3rd-party eulaeula_rockstar,0.93
4294,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.74
4313,single-player;steam trading cards;includes level editor,0.92
4314,single-player;steam achievements;partial controller support;steam cloud;stats;steam leaderboards;remote play together;requires agreement to a 3rd-party eulaeula_lcgol,0.86
4336,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.91
4371,single-player;shared/split screen pvp;shared/split screen co-op;steam achievements;steam trading cards;partial controller support;remote play together;requires agreement to a 3rd-party eula;secret of mana eula,0.76
4375,single-player;steam achievements;stats,0.95
4379,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.83
4389,single-player;steam achievements;full controller support;steam trading cards,0.66
4391,single-player;partial controller support;requires agreement to a 3rd-party eula;battlestations: pacific eula,0.68
4400,single-player;online pvp;online co-op;steam achievements;full controller support;captions available;steam cloud;stats,0.6
4412,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play together;requires agreement to a 3rd-party eula;never alone eula 1,0.82
4440,mmo;steam trading cards,0.81
4447,single-player;steam cloud,0.83
4463,single-player;requires agreement to a 3rd-party eula;lords of the realm ii eula,1.0
4465,single-player;downloadable content;steam achievements;full controller support;steam trading cards;steam cloud,0.94
4467,single-player;requires agreement to a 3rd-party eulaeula_eidos,0.71
4479,single-player;online co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play together;requires agreement to a 3rd-party eula;vikings - wolves of midgard eula,0.75
4490,single-player;steam cloud,0.95
4495,single-player;steam achievements;full controller support;steam cloud;remote play on tv,1.0
4510,single-player;online pvp;online co-op;steam achievements;full controller support;steam trading cards;captions available;steam cloud;requires agreement to a 3rd-party eula;tokyo ghoul:re [call to exist] eula,0.5
4527,single-player;steam achievements;full controller support;steam leaderboards,0.8
4533,single-player;online pvp;shared/split screen pvp;steam achievements;steam trading cards;partial controller support;steam cloud;steam leaderboards,0.84
4546,single-player;steam cloud,0.95
4568,single-player,0.7
4588,single-player;steam achievements;steam trading cards;steam cloud;requires agreement to a 3rd-party eula;nightmares from the deep: the cursed heart eula,0.81
4616,single-player;steam cloud,0.79
4643,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.81
4649,single-player;online co-op;steam achievements;full controller support;steam trading cards;steam cloud,0.88
4654,single-player,0.2
4659,single-player;steam achievements;full controller support;steam cloud;stats;remote play on phone;remote play on tablet;remote play on tv,0.94
4667,single-player;steam achievements;full controller support;steam trading cards;remote play on tv,0.5
4684,single-player,0.77
4696,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;conarium eula,0.66
4698,single-player;partial controller support,0.62
4717,single-player;requires agreement to a 3rd-party eulaeula_eidos,0.77
4729,single-player;requires agreement to a 3rd-party eula224960_eula,0.85
4730,single-player;steam achievements;steam trading cards;steam workshop;steam cloud,0.93
4742,single-player;online pvp;online co-op;steam cloud;includes level editor,0.71
4753,single-player;steam achievements;full controller support;steam cloud,0.85
4760,single-player;shared/split screen pvp;full controller support;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.81
4798,single-player;partial controller support;incorporates 3rd-party drm: tages solidshield5 machine activation limit;requires agreement to a 3rd-party eulaeula_47920,0.78
4817,single-player;steam achievements;full controller support;steam trading cards;steam cloud;commentary available;remote play on tv,0.76
4823,single-player;online co-op;steam achievements;full controller support;steam trading cards;steam cloud;stats;steam leaderboards;remote play on tv,0.92
4829,single-player;steam achievements;full controller support,0.94
4837,single-player,0.9
4858,single-player;steam achievements;full controller support;steam trading cards,0.46
4883,mmo;steam trading cards;in-app purchases,0.63
4884,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;remote play together,0.82
4902,single-player;requires agreement to a 3rd-party eulaeula_rockstar,0.78
4909,single-player;steam achievements;full controller support;steam trading cards,0.6
4917,single-player;requires agreement to a 3rd-party eula;railroad tycoon 3 eula,1.0
4937,partial controller support,0.85
4945,single-player;steam achievements;steam trading cards;captions available,0.77
4966,single-player,0.94
4970,mmo;online pvp;online co-op;requires agreement to a 3rd-party eula;world war ii online eula 1,0.57
5011,single-player;steam trading cards;remote play on phone;remote play on tablet,0.86
5040,single-player;steam achievements;steam trading cards;steam workshop;partial controller support;steam cloud;steam leaderboards;includes level editor;remote play together,0.7
5047,single-player;remote play on phone;remote play on tablet,0.7
5059,single-player;online pvp;full controller support;steam cloud;requires agreement to a 3rd-party eula;super dragon ball heroes world mission eula,0.9
5062,single-player;steam achievements;full controller support;steam trading cards;steam cloud,0.87
5063,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.86
5098,single-player;steam achievements;full controller support;steam cloud;remote play on tv;remote play together;requires agreement to a 3rd-party eula221810_eula221810_eula;us,0.9
5101,single-player;online pvp;shared/split screen pvp;online co-op;shared/split screen co-op;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;steam cloud;stats;steam leaderboards;remote play on phone;remote play on tablet;remote play on tv;remote play together,1.0
5119,single-player;steam achievements;partial controller support;steam cloud;steam leaderboards;requires agreement to a 3rd-party eula;naruto shippuden: ultimate ninja storm revolution eula,0.93
5128,single-player;partial controller support,0.95
5129,single-player;steam cloud;requires agreement to a 3rd-party eulaeula_eidos,0.68
5133,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.79
5162,single-player;steam cloud,0.91
5202,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on phone;remote play on tablet;remote play on tv;remote play together,0.9
5207,single-player;shared/split screen co-op;steam achievements;full controller support;steam trading cards;steam cloud;steam leaderboards;remote play on tv;remote play together,0.92
5222,single-player;online pvp;steam achievements;full controller support;steam trading cards;steam leaderboards;remote play on tv,0.47
5231,single-player;steam achievements;partial controller support;steam cloud;remote play together,0.8
5245,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,0.85
5267,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv,1.0
5288,single-player;cross-platform multiplayer;steam achievements;full controller support;steam trading cards;steam cloud;stats;steam leaderboards;remote play on tv;requires agreement to a 3rd-party eula;the incredible adventures of van helsing eula,0.86
5298,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;shantae and the pirate's curse eula,0.83
5304,single-player;downloadable content;steam achievements;steam trading cards;partial controller support;steam cloud;stats;steam leaderboards;incorporates 3rd-party drm: denuvo anti-tamper5 different pc within a day machine activation limit,0.83
5325,single-player;online pvp;online co-op;cross-platform multiplayer;steam trading cards;partial controller support,0.93
5327,single-player;downloadable content;steam achievements,0.04
5338,single-player;steam achievements;full controller support;steam trading cards;steam cloud;remote play on tv;requires agreement to a 3rd-party eula;forgotton anne eula,0.92
5350,single-player;requires agreement to a 3rd-party eulaeula_224920,0.52
5369,single-player;steam achievements;steam leaderboards;requires agreement to a 3rd-party eula;kl2full,0.65
